title,rating
Running in the Family,3.83
Jesus the Son of Man,3.99
Sea Prayer,4.05
Collected Poems,4.22
Mirrors,4.37
The Wanderer,3.73
The Collected Poems,4.14
Tulips and Chimneys,4.37
Forest song,4.27
The Lady of Shalott,4.18
Discourses Fragments Handbook,4.48
Eye Scream,3.83
Areopagitica,3.85
The Collected Poems,4.34
Selected Poems  ,4.25
Gullivers Travels and Other Writings,3.85
Honeybee,3.9
View with a Grain of Sand,4.34
John Donnes Poetry,4.11
Days of War Nights of Love,3.79
Love Dishonor Marry Die Cherish Perish,3.93
Goblin Market and Other Poems,4.07
The Kalevala,4.06
Cymbeline,3.58
The Rig Veda,3.94
Yellow Star,4.22
Duino Elegies and The Sonnets to Orpheus,4.49
The  Hats of Bartholomew Cubbins,4.02
Essential Tales and Poems,4.36
The Anatomy of Being,4.27
A Childs Christmas in Wales,4.15
Desiderata,4.54
There Are Men Too Gentle to Live Among Wolves,3.94
Medea and Other Plays,4.04
What the Living Do,4.32
The Favorite Game,3.85
The Monsters and the Critics and Other Essays,3.94
Field Work,4.26
Sappho,4.15
From Loneliness to Love,4.13
Not Quite What I Was Planning,3.9
Is Your Mama a Llama,4.17
The Gruffalo,4.47
Self Reliance and Other Essays,4.14
Poems and Prose of Mihai Eminescu,4.52
Diving Into the Wreck,4.23
Egghead; or You Cant Survive on Ideas Alone,4.1
TAZ,4.03
The Unabridged Edgar Allan Poe,4.55
La Medusa,4.06
The Songs and Sonets of John Donne,4.16
High Windows,4.14
Selected Poems,4.31
A Season in Hell and Illuminations,4.32
Donkey Gospel,4.14
The Bronte Sisters   The Complete Novels + Extras,4.4
If Not Winter,4.42
In His Own Write,4.05
The Narrow Road to the Deep North and Other Travel Sketches ,4.13
The Fall of Arthur,3.81
The Place Within,4.31
The Last Night of the Earth Poems,4.31
If,4.29
Catching Tigers in Red Weather,4.46
Njals Saga,3.97
Maldoror and the Complete Works,4.28
The Complete Poems of DH Lawrence,4.01
Heavens Coast,4.33
lizards frogs and polliwogs,4.13
Rise Up and Salute the Sun,4.17
Scorch Atlas,3.64
The Book of Counted Sorrows,4.25
Fractured Heart,4.8
Sassafrass Cypress and Indigo,4.12
Zorgamazoo,4.06
Dragons and Cicadas,3.1
I am an Emotional Creature,4.02
In the Land of Milk and Honey,3.91
The Slant Book,3.97
What Book ,4.1
Paradise Lost and Paradise Regained,4.08
By the Sea,4.59
Icarus and Other Poems,4.23
One Robe One Bowl,4.51
Shelley,4.24
The Captive Mind,4.26
Psychaotic,4.13
Amherst,3.02
Kings or Pawns,4.33
The Light of Asia,4.09
Spectre Specter Blue Ravine,3.94
Rumble,4.04
An Inkling Hope,3.87
Medea,4.07
Poem Strip,3.83
Where Pain Thrives,4.06
Hush,4.5
Love Her Wild,4.01
Secrets for the Mad,4.31
Adios Nirvana,3.97
Heal With Me and Our Journey Goes On,4.65
Falling For You,3.87
Water Runs Red,4.2
Shakespeares Poems,4.15
Blood Water Paint,4.13
You were the Soul to my Existence,4.48
Forget Me Not,4.26
Vertical Poetry,4.52
Eugene Onegin,4.1
Moy Sand and Gravel,3.68
Kural,4.13
Scrambled Eggs Super ,3.82
The Battlefield Where the Moon Says I Love You,4.67
The First Folio of Shakespeare,4.79
Poetry Drama and Prose,4.27
The Pleasures of the Damned,4.39
The Death of King Arthur,4.02
Wen Tzu,4.16
God Went to Beauty School,3.96
Anne Sexton,4.17
Twenty Prose Poems,4.34
Axe Handles,4.2
The Portable Oscar Wilde,4.35
Kaddish and Other Poems,4.19
Kaleidoscope Eyes,3.71
Ava,4.15
A Place to Stand,4.17
All Things Dance Like Dragonflies,3.95
But Not the Hippopotamus,4.23
Rain on the River,4.23
I Like You Just Because,4.45
The Legend of Sigurd and Gudrun,3.84
